date,location,eff_population,cases,deaths,death_per_100case,death_per_10Kpeople,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
4/4/2022,Nebraska,1934430,477823,4162,0.87,21.52,3140267,3849910,1353165,63.2,162.34,1222560,69.95,199.02,1,4457,2304,0.816,612527,31.66
4/4/2022,Nevada,3080202,713505,10125,1.42,32.87,4804882,5785710,2301216,60.32,155.99,1857978,74.71,187.84,4583,3082,1001,0.83,706392,22.93
4/4/2022,New Hampshire,,303010,2452,0.81,,,,,,,,,,,6440,4736,,,
4/4/2022,New Jersey,8882423,2204645,33259,1.51,37.44,16853597,21419655,7976025,75.03,189.75,6664482,89.8,241.15,9921,11635,1310,0.787,3100012,34.9
4/4/2022,New Mexico,2096776,518470,7295,1.41,34.79,3837533,4318245,1821671,70.44,183.02,1476969,86.88,205.94,2753,2563,1222,0.889,723558,34.51
4/4/2022,New York,19452538,4993542,67354,1.35,34.62,38442440,44881655,17441177,76.28,197.61,14838396,89.66,230.71,22155,23445,1205,0.857,6671967,34.3
4/4/2022,North Carolina,10488090,2634234,23246,0.88,22.16,16377046,21362700,8730331,60.06,156.15,6299147,83.24,203.69,10220,9544,910,0.767,1642315,15.66
4/4/2022,North Dakota,762123,239863,2279,0.95,29.9,1067892,1353900,492893,54.65,140.13,416500,64.68,177.66,2,93,122,0.789,168041,22.05
4/4/2022,Northern Mariana Islands,51848,11153,33,0.3,6.36,107913,123530,45357,83.26,208.12,43169,87.48,238.24,0,28,540,0.874,20437,39.41
4/4/2022,Ohio,11688248,2672801,38042,1.42,32.55,17465690,22477255,7396527,58.1,149.42,6790872,63.28,192.29,12462,9689,829,0.777,3485064,29.81
4/4/2022,Oklahoma,3956673,1034439,14010,1.35,35.41,5799308,7104930,2792634,56.66,146.56,2241851,70.58,179.55,331,2715,686,0.816,828996,20.95
4/4/2022,Oregon,4217830,705120,7214,1.02,17.1,7565371,9711585,3268169,69.22,179.37,2919582,77.49,230.26,6718,4879,1157,0.779,1536009,36.42
4/4/2022,Pennsylvania,12802374,2783690,44316,1.59,34.62,22410183,29582725,10772049,67.7,175.05,8667207,84.14,231.08,29051,9173,717,0.758,3637939,28.42
4/4/2022,Puerto Rico,,516140,4170,0.81,,,,,,,,,,,5544,1736,,,
4/4/2022,Rhode Island,1059387,362000,3522,0.97,33.25,2166216,2526625,1033401,81.69,204.48,865413,97.55,238.5,1883,1406,1327,0.857,456377,43.08
4/4/2022,South Carolina,5148596,1468140,17591,1.2,34.17,7374113,10212075,3457595,56.55,143.22,2911531,67.15,198.34,2,2381,462,0.722,1137839,22.1
4/4/2022,South Dakota,884597,237109,2883,1.22,32.59,1376651,1807265,669691,60.58,155.61,535889,75.7,204.29,79,829,937,0.762,219585,24.82
4/4/2022,Tennessee,6829482,1972565,25361,1.29,37.13,9730968,12527630,4218393,54.06,142.49,3692018,61.77,183.44,3,4182,612,0.777,1595483,23.36
4/4/2022,Texas,28997672,6689455,87615,1.31,30.21,45390689,60190935,20943116,60.88,156.54,17653783,72.23,207.58,24504,34319,1184,0.754,6524519,22.5
4/4/2022,Utah,3206065,928148,4714,0.51,14.7,5142688,6112750,2300680,63.94,160.41,2049958,71.76,190.67,0,3684,1149,0.841,900939,28.1
4/4/2022,Vermont,623977,117160,619,0.53,9.92,1364874,1734650,580575,80.68,218.73,503425,93.04,277.99,1391,772,1237,0.787,299682,48.03
4/4/2022,Virgin Islands,106281,15656,111,0.71,10.44,141701,147160,68301,53.11,133.32,56446,64.26,138.45,0,30,282,0.963,16265,15.3
4/4/2022,Virginia,8536079,1671423,19720,1.18,23.1,16122168,19141585,7263374,72.63,188.88,6199754,85.1,224.26,15341,9328,1093,0.842,2894554,33.91
4/4/2022,Washington,7614850,1459308,12573,0.86,16.51,14070681,17271595,6117352,72.1,184.78,5490307,80.33,226.81,0,6494,853,0.815,2821511,37.05
4/4/2022,West Virginia,1792241,498035,6839,1.37,38.16,2664179,3945445,1157967,57.2,148.66,1025162,64.61,220.15,0,921,514,0.675,461731,25.76
4/4/2022,Wisconsin,5822665,1586982,14316,0.9,24.59,10005974,11246145,4162162,65.14,171.85,3792884,71.48,193.15,15479,5168,888,0.89,2105999,36.17
4/4/2022,Wyoming,578787,156167,1791,1.15,30.94,740234,949085,338162,51.1,127.9,295760,58.43,163.99,5,324,560,0.78,126105,21.79
4/5/2022,Alabama,4902959,1296137,19362,1.49,39.49,6180194,9455740,3056752,50.73,126.04,2487271,62.34,192.85,4186,3230,659,0.654,872062,17.79
4/5/2022,Alaska,731506,246144,1192,0.48,16.3,1121905,1490565,507491,61.82,153.36,452217,69.37,203.76,2528,1017,1390,0.753,192453,26.31
4/5/2022,Arizona,7279295,2007180,29268,1.46,40.21,11817194,14410820,5267166,61.01,162.35,4441098,72.36,197.99,6422,9297,1277,0.82,1814986,24.94
4/5/2022,Arkansas,3018023,833265,11290,1.35,37.41,4149914,5978480,1999265,54.03,137.51,1630638,66.25,198.11,658,2304,763,0.694,633039,20.98
4/5/2022,California,39514367,9117579,89240,0.98,22.58,72943064,87764955,32647855,71.2,184.61,28134229,82.63,222.12,29964,53404,1352,0.831,14006836,35.45
4/5/2022,Colorado,5758549,1354799,12179,0.9,21.15,10485728,12120675,4544455,69.83,182.08,4021195,78.91,210.47,23817,7104,1234,0.865,2053587,35.66
4/5/2022,Connecticut,3565431,738976,10793,1.46,30.27,7425889,8494025,3378610,78.53,208.28,2799933,94.76,238.24,4726,5819,1632,0.874,1432510,40.18
4/5/2022,Delaware,973718,260024,2871,1.1,29.48,1764073,2281655,803355,68.47,181.16,666705,82.5,234.31,7671,1574,1616,0.773,297551,30.56
4/5/2022,District of Columbia,705776,136886,1333,0.97,18.89,1466219,1818905,684155,73.06,207.75,515640,96.94,257.73,1328,1416,2006,0.806,188929,26.77
4/5/2022,Florida,21479203,5856778,73411,1.25,34.18,36705559,46679985,16912439,66.53,170.9,14290114,78.74,217.34,26734,26225,1221,0.786,5629821,26.21
4/5/2022,Georgia,10616472,2431750,35751,1.47,33.68,14629868,21128995,6899638,54.33,137.79,5767929,64.98,199,37249,13075,1231,0.692,2097642,19.76
4/5/2022,Guam,168479,48398,353,0.73,20.95,344022,320060,152875,82.17,204.18,138439,90.73,189.96,16,112,665,1.075,59275,35.18
4/5/2022,Hawaii,1415802,234659,1376,0.59,9.72,2846124,3365780,1232112,77.84,201.02,1102060,87.02,237.72,4894,1320,932,0.846,556870,39.33
4/5/2022,Idaho,1786949,444587,4890,1.1,27.37,2403873,3299790,1086291,53.69,134.52,959413,60.79,184.65,883,1479,828,0.728,398895,22.32
4/5/2022,Illinois,,3080034,37727,1.22,,,,,,,,,,,15271,1205,,,
4/5/2022,Indiana,6731745,1691874,23433,1.39,34.81,9352647,13046780,4116150,54.57,138.92,3673513,61.14,193.8,3411,6186,919,0.717,1660170,24.66
4/5/2022,Iowa,3155174,759175,9445,1.24,29.93,4995515,6398855,2135231,61.61,158.33,1943903,67.68,202.81,14324,3486,1105,0.781,1020968,32.36
4/5/2022,Kansas,2913259,771215,8421,1.09,28.91,4514751,5870515,2158308,60.9,154.97,1774175,74.08,201.51,3793,2438,837,0.769,748482,25.69
4/5/2022,Kentucky,4467985,1326185,15039,1.13,33.66,6416321,8623475,2941650,57.06,143.62,2549432,65.84,193.02,3204,3080,689,0.744,1114769,24.95
4/5/2022,Louisiana,4649070,1233008,17154,1.39,36.9,6159105,8053350,2823781,53.23,132.49,2474700,60.74,173.24,1175,2662,573,0.765,962613,20.71
4/5/2022,Maine,1344220,236709,2207,0.93,16.42,2746037,3282750,1205261,78.91,204.29,1060724,89.66,244.21,8302,2292,1705,0.837,582667,43.35
4/5/2022,Maryland,6045579,1013960,14363,1.42,23.76,11772329,15377370,5192330,75.07,194.72,4538416,85.88,254.35,9649,12009,1986,0.766,2273172,37.6
4/5/2022,Massachusetts,6892856,1704668,20134,1.18,29.21,14495223,16489710,6710966,78.28,210.3,5395728,97.37,239.24,36158,9367,1359,0.879,2727916,39.58
4/5/2022,Michigan,9986334,2383197,35666,1.5,35.71,15526028,20603510,6658599,59.82,155.46,5973825,66.67,206.31,8632,10638,1065,0.754,3206402,32.11
4/5/2022,Minnesota,5639259,1431873,12649,0.88,22.43,10052793,12231530,4216442,68.81,178.25,3880374,74.76,216.89,4123,6539,1159,0.822,2205806,39.11
4/5/2022,Mississippi,2976190,795298,12407,1.56,41.69,3814921,5413315,1764761,51.52,128.18,1533333,59.3,181.89,4077,1390,467,0.705,562571,18.9
4/5/2022,Missouri,6137235,1428595,20171,1.41,32.87,8779999,11288805,4041537,55.66,143.06,3415985,65.85,183.93,24923,4757,775,0.778,1430209,23.3
4/5/2022,Montana,1068804,272970,3249,1.19,30.4,1556583,1925395,693893,56.45,145.64,603340,64.92,180.15,2531,969,907,0.808,284459,26.62
4/5/2022,Nebraska,1934483,477847,4164,0.87,21.53,3140267,3858310,1353225,63.2,162.34,1222593,69.96,199.46,0,4457,2304,0.814,612540,31.67
4/5/2022,Nevada,3080333,713697,10132,1.42,32.89,4807437,5789610,2301675,60.33,156.08,1858365,74.73,187.96,2555,3128,1016,0.83,706840,22.95
4/5/2022,New Hampshire,,303134,2455,0.81,,,,,,,,,,,6440,4736,,,
4/5/2022,New Jersey,8881725,2206255,33264,1.51,37.45,16872406,21429955,7978824,75.08,189.96,6668399,89.83,241.27,18809,13480,1518,0.787,3104733,34.95
4/5/2022,New Mexico,2096971,518557,7317,1.41,34.89,3839635,4323445,1822056,70.45,183.12,1477316,86.9,206.19,2102,2813,1342,0.888,723804,34.52
4/5/2022,New York,19452588,4996128,67357,1.35,34.63,38464777,44903355,17444284,76.3,197.73,14842325,89.67,230.82,22337,23747,1221,0.857,6676311,34.32
4/5/2022,North Carolina,10488313,2634760,23249,0.88,22.17,16389874,21370300,8734758,60.11,156.27,6304525,83.28,203.76,12828,10855,1035,0.767,1644007,15.67
4/5/2022,North Dakota,762084,239905,2279,0.95,29.9,1068087,1361600,492952,54.66,140.16,416555,64.69,178.67,195,102,134,0.784,168088,22.06
4/5/2022,Northern Mariana Islands,51848,11158,33,0.3,6.36,107913,123530,45357,83.26,208.12,43169,87.48,238.24,0,26,501,0.874,20437,39.41
4/5/2022,Ohio,11689392,2672801,38042,1.42,32.54,17473293,22500055,7397117,58.1,149.48,6791537,63.28,192.49,7603,10496,898,0.777,3486271,29.82
4/5/2022,Oklahoma,3956658,1035301,14010,1.35,35.41,5808652,7106930,2793973,56.7,146.8,2243425,70.61,179.61,9344,3530,892,0.817,830775,21
4/5/2022,Oregon,4217692,705466,7219,1.02,17.12,7568899,9721885,3268540,69.23,179.45,2919908,77.5,230.5,3528,5306,1258,0.779,1536510,36.43
4/5/2022,Pennsylvania,12801273,2784487,44348,1.59,34.64,22414957,29619525,10773907,67.72,175.09,8669022,84.16,231.37,4774,9174,717,0.757,3639624,28.43
4/5/2022,Puerto Rico,,516205,4171,0.81,,,,,,,,,,,5544,1736,,,
4/5/2022,Rhode Island,1059424,362267,3523,0.97,33.25,2167625,2526925,1034225,81.74,204.62,865973,97.63,238.53,1409,1561,1474,0.858,456969,43.14
4/5/2022,South Carolina,5148785,1469706,17650,1.2,34.28,7374113,10225675,3457763,56.55,143.22,2911638,67.16,198.61,0,286,56,0.721,1137892,22.1
4/5/2022,South Dakota,884696,237109,2883,1.22,32.59,1378723,1810765,670005,60.62,155.85,536303,75.74,204.69,2072,1019,1152,0.761,219934,24.86
4/5/2022,Tennessee,6829558,1973017,25409,1.29,37.2,9755112,12540330,4220962,54.12,142.84,3696157,61.81,183.63,24144,6537,957,0.778,1601887,23.46
4/5/2022,Texas,28993815,6692587,87649,1.31,30.23,45427470,60262535,20954085,60.91,156.67,17660133,72.27,207.83,36781,36609,1263,0.754,6531668,22.53
4/5/2022,Utah,3206095,928148,4714,0.51,14.7,5142688,6118450,2300730,63.94,160.41,2049977,71.76,190.85,0,3006,938,0.841,900954,28.1
4/5/2022,Vermont,623967,117309,620,0.53,9.94,1365596,1739550,580656,80.69,218.85,503479,93.06,278.78,722,797,1277,0.785,299796,48.05
4/5/2022,Virgin Islands,106288,15708,111,0.71,10.44,141782,147360,68321,53.12,133.39,56460,64.28,138.64,81,39,367,0.962,16283,15.32
4/5/2022,Virginia,8535655,1672450,19754,1.18,23.14,16131710,19152185,7264841,72.65,189,6201153,85.11,224.38,9542,10259,1202,0.842,2896161,33.93
4/5/2022,Washington,7614981,1459312,12573,0.86,16.51,14109436,17277395,6120386,72.16,185.29,5494970,80.37,226.89,38755,10602,1392,0.817,2830616,37.17
4/5/2022,West Virginia,1792079,498128,6716,1.35,37.48,2670699,3955545,1158997,57.25,149.02,1025965,64.67,220.72,6520,1655,923,0.675,462728,25.82
4/5/2022,Wisconsin,5822184,1587490,14334,0.9,24.62,10008962,11261145,4162469,65.15,171.9,3793153,71.49,193.41,2988,5285,908,0.889,2106417,36.18
4/5/2022,Wyoming,578770,156264,1796,1.15,31.03,741946,949785,338316,51.2,128.2,296330,58.46,164.11,1712,523,904,0.781,126347,21.83
4/6/2022,Alabama,4903621,1296357,19374,1.49,39.51,6182143,9470540,3057332,50.73,126.08,2487607,62.35,193.15,1949,3272,667,0.653,872680,17.8
4/6/2022,Alaska,731550,247078,1192,0.48,16.29,1121943,1494765,507538,61.82,153.37,452244,69.38,204.33,38,1016,1389,0.751,192468,26.31
4/6/2022,Arizona,7279092,2014020,29681,1.47,40.78,11828157,14423720,5268597,61.03,162.5,4442430,72.38,198.16,10963,10220,1404,0.82,1817127,24.96
4/6/2022,Arkansas,3017747,833380,11296,1.36,37.43,4153612,5997980,1999768,54.05,137.64,1631092,66.27,198.75,3698,2671,885,0.693,633814,21
4/6/2022,California,39512499,9118671,89273,0.98,22.59,73000202,87840555,32656913,71.22,184.75,28140802,82.65,222.31,57138,60296,1526,0.831,14018422,35.48
4/6/2022,Colorado,5759062,1358449,12198,0.9,21.18,10493731,12139775,4545487,69.84,182.22,4022129,78.93,210.81,8003,7831,1360,0.864,2055124,35.69
4/6/2022,Connecticut,3565388,739454,10795,1.46,30.28,7432714,8511925,3379656,78.56,208.47,2800969,94.79,238.74,6825,6433,1804,0.873,1433575,40.21
4/6/2022,Delaware,973767,260119,2871,1.1,29.48,1765514,2284755,803562,68.49,181.31,666933,82.52,234.63,1441,1515,1556,0.773,297839,30.59
4/6/2022,District of Columbia,705787,137603,1331,0.97,18.86,1467955,1824505,684499,73.1,208,515930,96.99,258.52,1736,1557,2206,0.805,189317,26.82
4/6/2022,Florida,21477761,5858937,73456,1.25,34.2,36734570,46860685,16916772,66.55,171.04,14293450,78.76,218.18,29011,28741,1338,0.784,5635686,26.24
4/6/2022,Georgia,10616994,2432257,35800,1.47,33.72,14646623,21175395,6901961,54.35,137.95,5770336,65.01,199.44,16755,11927,1123,0.692,2102369,19.8
4/6/2022,Guam,168488,48431,353,0.73,20.95,344235,320060,152918,82.19,204.31,138480,90.76,189.96,213,106,629,1.076,59383,35.24
4/6/2022,Hawaii,1415888,235797,1379,0.58,9.74,2847164,3369280,1232304,77.85,201.09,1102269,87.03,237.97,1040,1316,929,0.845,557243,39.36
4/6/2022,Idaho,1787210,444613,4895,1.1,27.39,2405972,3306290,1086534,53.7,134.63,959732,60.8,185.01,2099,1667,933,0.728,399244,22.34
4/6/2022,Illinois,,3082210,37738,1.22,,,,,,,,,,,17097,1349,,,
4/6/2022,Indiana,6731779,1692248,23460,1.39,34.85,9360142,13088880,4116907,54.58,139.04,3674205,61.15,194.42,7495,6849,1017,0.715,1661586,24.68
4/6/2022,Iowa,3154827,759393,9454,1.24,29.97,4999505,6409655,2135598,61.63,158.46,1944320,67.69,203.15,3990,3880,1230,0.78,1021569,32.38
4/6/2022,Kansas,2913180,771216,8421,1.09,28.91,4517961,5882815,2158775,60.92,155.08,1774709,74.1,201.93,3210,2704,928,0.768,749027,25.71
4/6/2022,Kentucky,4467407,1326271,15045,1.13,33.68,6420206,8635975,2942239,57.08,143.7,2549996,65.86,193.3,3885,3338,747,0.743,1115554,24.97
4/6/2022,Louisiana,4649070,1233225,17162,1.39,36.91,6162352,8066150,2824238,53.24,132.56,2475165,60.75,173.51,3247,2884,620,0.764,963387,20.72
4/6/2022,Maine,1344206,236985,2208,0.93,16.43,2748830,3287750,1205589,78.93,204.49,1060982,89.69,244.59,2793,2588,1925,0.836,583184,43.38
4/6/2022,Maryland,6045913,1014487,14365,1.42,23.76,11785363,15426070,5193815,75.09,194.94,4539876,85.91,255.16,13034,12028,1990,0.764,2275240,37.63
4/6/2022,Massachusetts,6892095,1706160,20134,1.18,29.21,14509764,16520710,6713330,78.33,210.52,5398578,97.4,239.69,14541,10901,1582,0.878,2731381,39.63
4/6/2022,Michigan,9986854,2386934,35736,1.5,35.78,15540852,20647510,6659710,59.83,155.61,5975135,66.68,206.75,14824,12162,1218,0.753,3208479,32.13
4/6/2022,Minnesota,5639612,1432242,12669,0.88,22.46,10061509,12252030,4217148,68.82,178.41,3881181,74.78,217.25,8716,7274,1290,0.821,2207363,39.14
4/6/2022,Mississippi,2976229,795408,12410,1.56,41.7,3816711,5419715,1765015,51.53,128.24,1533651,59.31,182.1,1790,1482,498,0.704,563069,18.92
4/6/2022,Missouri,6137096,1428727,20172,1.41,32.87,8786625,11321505,4042556,55.68,143.16,3417135,65.87,184.47,6626,5421,883,0.776,1431557,23.33
4/6/2022,Montana,1068806,273039,3249,1.19,30.4,1557699,1927495,693991,56.46,145.75,603448,64.93,180.35,1116,1120,1048,0.808,284631,26.63
4/6/2022,Nebraska,1934318,477916,4164,0.87,21.53,3148191,3864410,1353828,63.25,162.75,1223456,69.99,199.77,7924,1949,1008,0.815,613865,31.73
4/6/2022,Nevada,3080210,714180,10136,1.42,32.91,4811104,5793510,2302244,60.35,156.2,1858907,74.74,188.09,3667,3452,1121,0.83,707499,22.97
4/6/2022,New Hampshire,,303268,2457,0.81,,,,,,,,,,,6440,4736,,,
4/6/2022,New Jersey,8882565,2208118,33280,1.51,37.47,16889353,21462255,7981431,75.1,190.15,6670806,89.86,241.63,16947,15038,1693,0.787,3108424,35
4/6/2022,New Mexico,2096973,518705,7335,1.41,34.98,3842799,4333345,1822538,70.47,183.27,1477737,86.92,206.66,3164,3059,1459,0.887,724310,34.54
4/6/2022,New York,19452494,4999644,67369,1.35,34.63,38501405,44985655,17448814,76.33,197.91,14848089,89.69,231.25,36628,27349,1406,0.856,6683242,34.35
4/6/2022,North Carolina,10488755,2635567,23267,0.88,22.18,16402979,21425800,8738247,60.15,156.4,6308986,83.32,204.29,13105,12109,1155,0.766,1646323,15.7
4/6/2022,North Dakota,762040,239970,2279,0.95,29.91,1068243,1363400,493020,54.67,140.18,416607,64.7,178.91,156,112,147,0.784,168123,22.06
4/6/2022,Northern Mariana Islands,51848,11158,33,0.3,6.36,107913,124130,45358,83.26,208.12,43169,87.48,239.4,0,26,501,0.869,20437,39.41
4/6/2022,Ohio,11689744,2672801,38042,1.42,32.54,17486786,22530655,7398412,58.11,149.6,6792910,63.29,192.75,13493,11738,1004,0.776,3488638,29.85
4/6/2022,Oklahoma,3956653,1035301,14010,1.35,35.41,5809493,7114830,2794317,56.71,146.82,2243818,70.62,179.8,841,3602,910,0.817,830867,21
4/6/2022,Oregon,4217992,705817,7225,1.02,17.13,7576767,9740985,3269161,69.24,179.64,2920538,77.51,230.95,7868,6049,1434,0.778,1537737,36.46
4/6/2022,Pennsylvania,12802438,2785346,44370,1.59,34.66,22431687,29665125,10778370,67.75,175.22,8673652,84.19,231.72,16730,10569,826,0.756,3644256,28.47
4/6/2022,Puerto Rico,3193616,516787,4171,0.81,13.06,7050509,7351850,3020077,82.63,220.76,2638885,94.56,230.2,,5544,1736,0.959,1514172,47.41
4/6/2022,Rhode Island,1059394,362635,3524,0.97,33.26,2169961,2529325,1034864,81.8,204.84,866584,97.69,238.76,2336,1772,1673,0.858,457577,43.19
4/6/2022,South Carolina,5148964,1469706,17650,1.2,34.28,7374391,10235075,3458167,56.55,143.23,2911739,67.17,198.79,278,318,62,0.721,1137952,22.1
4/6/2022,South Dakota,884712,237246,2893,1.22,32.7,1380000,1817265,670289,60.65,155.99,536578,75.77,205.42,1277,944,1067,0.759,220204,24.89
4/6/2022,Tennessee,6829533,1973201,25532,1.29,37.38,9762584,12556430,4222169,54.14,142.95,3697509,61.83,183.86,7472,6914,1012,0.777,1603341,23.48
4/6/2022,Texas,28993773,6695271,87696,1.31,30.25,45472074,60357635,20966051,60.93,156.82,17665906,72.31,208.16,44604,39258,1354,0.753,6541454,22.56
4/6/2022,Utah,3206135,928148,4714,0.51,14.7,5142739,6137450,2300812,63.94,160.41,2050003,71.77,191.44,51,3011,939,0.838,900978,28.1
4/6/2022,Vermont,623988,117529,620,0.53,9.94,1366296,1743250,580768,80.7,218.96,503558,93.07,279.37,700,878,1407,0.784,299897,48.06
4/6/2022,Virgin Islands,106282,15726,111,0.71,10.44,141965,147360,68424,53.15,133.56,56489,64.37,138.64,183,63,593,0.963,16306,15.34
4/6/2022,Virginia,8535865,1673382,19789,1.18,23.18,16144832,19169785,7266686,72.67,189.15,6203013,85.13,224.59,13122,11491,1346,0.842,2898424,33.96
4/6/2022,Washington,7615213,1465384,12599,0.86,16.54,14126734,17325695,6121946,72.18,185.51,5496661,80.39,227.52,17298,12218,1604,0.815,2833383,37.21
4/6/2022,West Virginia,1792246,498235,6741,1.35,37.61,2672831,3966745,1159240,57.26,149.14,1026240,64.68,221.34,2132,1879,1048,0.674,463100,25.84
4/6/2022,Wisconsin,5822552,1588225,14335,0.9,24.62,10016320,11279645,4163263,65.16,172.03,3793975,71.5,193.73,7358,5913,1016,0.888,2107832,36.2
4/6/2022,Wyoming,578758,156264,1796,1.15,31.03,742407,950585,338372,51.21,128.28,296382,58.47,164.25,461,507,876,0.781,126422,21.84
4/7/2022,Alabama,4903107,1296558,19374,1.49,39.51,6189250,9485140,3058413,50.76,126.23,2488817,62.38,193.45,7107,3662,747,0.653,874229,17.83
4/7/2022,Alaska,731517,247078,1192,0.48,16.29,1124251,1499265,507738,61.85,153.68,452443,69.41,204.95,2308,1228,1679,0.75,192845,26.36
4/7/2022,Arizona,7279017,2014020,29681,1.47,40.78,11840016,14460820,5270233,61.05,162.67,4443840,72.41,198.67,11859,11015,1513,0.819,1819640,25
4/7/2022,Arkansas,3017531,833485,11301,1.36,37.45,4157758,6000880,2000254,54.07,137.77,1631579,66.28,198.85,4146,3255,1079,0.693,634570,21.03
4/7/2022,California,39510912,9119878,89324,0.98,22.61,73084268,88027955,32670894,71.25,184.97,28151525,82.69,222.79,84066,61888,1566,0.83,14035604,35.52
4/7/2022,Colorado,5758760,1359754,12197,0.9,21.18,10504096,12163675,4546483,69.86,182.4,4023070,78.95,211.22,10365,8498,1476,0.864,2056820,35.72
4/7/2022,Connecticut,3565080,740203,10795,1.46,30.28,7441776,8531825,3380983,78.6,208.73,2802153,94.83,239.3,9062,7244,2032,0.872,1434820,40.24
4/7/2022,Delaware,973783,260291,2871,1.1,29.48,1768002,2289555,803839,68.52,181.56,667236,82.55,235.12,2488,1786,1834,0.772,298275,30.63
4/7/2022,District of Columbia,705766,137603,1331,0.97,18.86,1469980,1829005,684875,73.15,208.29,516268,97.04,259.16,2025,1722,2440,0.804,189761,26.89
4/7/2022,Florida,21477651,5860656,73496,1.25,34.22,36773478,46927185,16921670,66.57,171.22,14297672,78.79,218.49,38908,32246,1501,0.784,5642940,26.27
4/7/2022,Georgia,10617343,2432754,35847,1.47,33.76,14646656,21205995,6902333,54.35,137.95,5770526,65.01,199.73,33,10785,1016,0.691,2102452,19.8
4/7/2022,Guam,168493,48483,353,0.73,20.95,344395,320060,152941,82.21,204.4,138518,90.77,189.96,160,128,760,1.076,59447,35.28
4/7/2022,Hawaii,1415788,235797,1379,0.58,9.74,2849844,3375580,1232500,77.87,201.28,1102474,87.05,238.41,2680,1577,1114,0.844,557557,39.38
4/7/2022,Idaho,1787103,444676,4895,1.1,27.39,2408284,3312990,1086834,53.72,134.76,960032,60.82,185.39,2312,1857,1039,0.727,399620,22.36
4/7/2022,Illinois,,3083782,37751,1.22,,,,,,,,,,,18923,1493,,,
4/7/2022,Indiana,6732105,1692248,23460,1.39,34.85,9369479,13113080,4117923,54.59,139.17,3675056,61.17,194.78,9337,7703,1144,0.715,1663277,24.71
4/7/2022,Iowa,3155131,759475,9454,1.24,29.96,5005526,6418655,2135961,61.64,158.65,1944823,67.7,203.44,6021,4488,1422,0.78,1022271,32.4
4/7/2022,Kansas,2913272,771216,8421,1.09,28.91,4518084,5890315,2158925,60.92,155.08,1774765,74.11,202.19,123,2509,861,0.767,749110,25.71
4/7/2022,Kentucky,4467513,1326304,15051,1.13,33.69,6424014,8662675,2942780,57.09,143.79,2550503,65.87,193.9,3808,3610,808,0.742,1116480,24.99
4/7/2022,Louisiana,4648671,1233356,17175,1.39,36.95,6166697,8075150,2824984,53.26,132.65,2475882,60.77,173.7,4345,3177,683,0.764,964299,20.74
4/7/2022,Maine,1344216,237218,2219,0.94,16.51,2753653,3296750,1206027,78.96,204.85,1061393,89.72,245.26,4823,3127,2326,0.835,583995,43.45
4/7/2022,Maryland,6045437,1014978,14368,1.42,23.77,11798520,15454970,5195323,75.12,195.16,4541332,85.93,255.64,13157,11697,1935,0.763,2277111,37.67
4/7/2022,Massachusetts,6892212,1708136,20141,1.18,29.22,14525000,16547710,6715758,78.36,210.74,5400737,97.44,240.08,15236,12403,1799,0.878,2734010,39.67
4/7/2022,Michigan,9986085,2387517,35736,1.5,35.79,15559087,20683910,6661112,59.85,155.8,5976672,66.7,207.11,18235,14057,1408,0.752,3211102,32.15
4/7/2022,Minnesota,5639261,1432857,12674,0.88,22.47,10073290,12273230,4217893,68.84,178.62,3882067,74.79,217.62,11781,8345,1480,0.821,2209112,39.17
4/7/2022,Mississippi,2976364,795613,12410,1.56,41.7,3818644,5425715,1765378,51.54,128.31,1534018,59.32,182.31,1933,1752,589,0.704,563550,18.94
4/7/2022,Missouri,6137883,1429400,20173,1.41,32.87,8793985,11332605,4043420,55.69,143.28,3418187,65.88,184.65,7360,6066,988,0.776,1432895,23.35
4/7/2022,Montana,1068727,273069,3255,1.19,30.46,1559094,1933495,694139,56.48,145.88,603617,64.95,180.91,1395,1022,956,0.806,284852,26.65
4/7/2022,Nebraska,1934365,477977,4164,0.87,21.53,3148207,3869610,1353873,63.25,162.75,1223486,69.99,200.04,16,1950,1008,0.814,613886,31.74
4/7/2022,Nevada,3080041,714299,10136,1.42,32.91,4814417,5805310,2302843,60.37,156.3,1859421,74.76,188.47,3313,3686,1197,0.829,708122,22.99
4/7/2022,New Hampshire,,303472,2457,0.81,,,,,,,,,,,6440,4736,,,
4/7/2022,New Jersey,8882492,2210227,33289,1.51,37.48,16908547,21478555,7983805,75.13,190.36,6673416,89.89,241.82,19194,16442,1851,0.787,3112582,35.04
4/7/2022,New Mexico,2096968,518820,7353,1.42,35.06,3845904,4342145,1822962,70.49,183.42,1478153,86.94,207.08,3105,3235,1543,0.886,724857,34.57
4/7/2022,New York,19452935,5005809,67378,1.35,34.64,38542854,45054355,17453501,76.36,198.13,14854261,89.72,231.6,41449,30611,1574,0.855,6690728,34.39
4/7/2022,North Carolina,10487280,2635567,23267,0.88,22.19,16414398,21451600,8741357,60.19,156.51,6312294,83.35,204.53,11419,12663,1207,0.765,1648409,15.72
4/7/2022,North Dakota,761997,240020,2279,0.95,29.91,1068443,1363400,493082,54.68,140.2,416660,64.7,178.91,200,127,167,0.784,168168,22.07
