date,location,eff_population,cases,deaths,death_per_100case,death_per_10Kpeople,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2/6/2021,Iowa,3150000,324306,5108,1.58,16.22,308527,510550,224437,2.56,9.78,80640,7.11,16.18,15150,10093,3199,0.604,,
2/6/2021,Kansas,2908357,284554,4101,1.44,14.1,280252,492250,218170,2.07,9.62,60203,7.49,16.9,16628,10533,3615,0.569,,
2/6/2021,Kentucky,4464876,380166,4202,1.11,9.41,517168,747000,406790,2.42,11.58,108050,9.11,16.72,33391,18738,4194,0.692,,
2/6/2021,Louisiana,4650743,409861,9076,2.21,19.52,570731,769750,419327,3.23,12.28,150219,9.02,16.56,34327,21403,4604,0.741,,
2/6/2021,Maine,1342303,41064,634,1.54,4.72,168626,254550,126127,3.04,12.54,40806,9.38,18.94,9390,5223,3886,0.662,,
2/6/2021,Maryland,6044233,362263,7329,2.02,12.13,626838,1029725,496331,2.15,10.37,129951,8.21,17.03,32191,21580,3569,0.609,,
2/6/2021,Massachusetts,6892018,540827,14921,2.76,21.65,727120,1247600,571853,2.23,10.55,153692,8.3,18.1,42046,25720,3732,0.583,,
2/6/2021,Michigan,9976855,619463,15843,2.56,15.88,1193181,1639575,896162,2.83,11.95,282345,8.97,16.42,59006,38680,3873,0.728,,
2/6/2021,Minnesota,5639551,467285,6357,1.36,11.27,703366,950250,509608,2.67,12.47,150576,9.04,16.85,68913,31074,5510,0.74,,
2/6/2021,Mississippi,2975438,280778,6266,2.23,21.06,300464,515450,252569,1.6,10.1,47607,8.49,17.32,24580,11140,3743,0.583,,
2/6/2021,Missouri,6126682,508465,7557,1.49,12.33,583949,961525,448830,2.11,9.51,129273,7.31,15.67,47761,25073,4085,0.607,,
2/6/2021,Montana,1068969,95753,1313,1.37,12.28,130883,163675,96394,3.2,12.25,34207,9.02,15.31,8347,4516,4225,0.8,,
2/6/2021,Nebraska,1935000,194422,2081,1.07,10.75,218405,346375,157139,3.1,11.29,59985,8.12,17.91,14269,7304,3776,0.631,,
2/6/2021,Nevada,3085027,283459,4498,1.59,14.58,322252,427800,264060,1.83,10.46,56456,8.57,13.89,17929,14009,4548,0.753,,
2/6/2021,New Hampshire,1358762,68061,1098,1.61,8.08,161178,257700,116523,3.23,11.85,43888,8.57,18.95,8033,5348,3933,0.625,,
2/6/2021,New Jersey,8885714,717834,21964,3.06,24.72,1041289,1480825,791011,2.24,11.72,199040,8.91,16.67,156553,38906,4380,0.703,,
2/6/2021,New Mexico,2095053,177214,3388,1.91,16.17,322611,364875,240516,3.76,15.39,78774,11.47,17.4,15666,10613,5061,0.884,,
2/6/2021,New York,19450083,1470558,44210,3.01,22.73,2225316,3378300,1661253,2.41,11.44,468747,8.54,17.37,93011,61912,3183,0.659,,
2/6/2021,North Carolina,10471455,792618,9962,1.26,9.51,1171240,1718275,939554,2.2,11.17,230372,8.96,16.38,61166,38929,3712,0.682,,
2/6/2021,North Dakota,761887,98131,1453,1.48,19.07,120742,131625,81935,4.61,15.84,35123,10.75,17.27,7915,4165,5465,0.917,,
2/6/2021,Northern Mariana Islands,56894,133,2,1.5,0.35,11697,29650,7770,6.89,20.56,3920,13.66,52.13,365,281,4940,0.395,,
2/6/2021,Ohio,11693612,918079,11652,1.27,9.96,1242487,1901750,975620,2.27,10.63,265445,8.35,16.27,65250,47355,4051,0.653,,
2/6/2021,Oklahoma,3962530,401780,3761,0.94,9.49,541252,734625,406359,3.32,13.68,131556,10.27,18.57,30559,18707,4728,0.737,,
2/6/2021,Oregon,4212740,146741,2032,1.38,4.82,509875,734950,389513,2.81,12.09,118378,9.24,17.43,22722,18212,4318,0.694,,
2/6/2021,Pennsylvania,12821502,871435,22422,2.57,17.49,1338491,2292500,1036395,2.33,10.46,298741,8.1,17.91,66962,43724,3415,0.584,,
2/6/2021,Puerto Rico,3190046,128970,1872,1.45,5.87,299694,624025,229133,2.17,9.38,69224,7.17,19.54,11670,9091,2847,0.48,,
2/6/2021,Rhode Island,1059000,117891,2212,1.88,20.89,111830,192300,81085,2.9,10.56,30711,7.65,18.15,4881,3391,3201,0.582,,
2/6/2021,South Carolina,5145871,462981,7611,1.64,14.79,542879,684700,435079,2.01,10.54,103432,8.45,13.3,23987,19288,3746,0.793,,
2/6/2021,South Dakota,883890,109132,1804,1.65,20.41,127592,161150,88882,4.37,14.42,38626,10.05,18.22,5999,3535,3996,0.792,,
2/6/2021,Tennessee,6832275,727428,10365,1.42,15.17,752298,1156975,521621,3.34,11.02,228198,7.64,16.94,33811,25451,3727,0.65,,
2/6/2021,Texas,29027115,2484782,39330,1.58,13.55,3107936,4402275,2371311,2.53,10.72,734386,8.18,15.18,177169,109611,3780,0.706,,
2/6/2021,Utah,3206909,353700,1733,0.49,5.4,400285,493525,284458,2.75,12.49,88190,8.87,15.39,23790,16255,5070,0.811,,
2/6/2021,Vermont,624021,12766,182,1.43,2.92,82992,116075,58637,3.88,13.3,24212,9.4,18.6,2938,2745,4399,0.715,,
2/6/2021,Virgin Islands,104812,2449,24,0.98,2.29,9466,20625,6961,2.39,9.04,2505,6.65,19.7,582,500,4776,0.459,,
2/6/2021,Virginia,8525991,526176,6773,1.29,7.94,1052577,1387775,842587,2.12,12.33,180751,9.87,16.26,58729,38094,4463,0.758,,
2/6/2021,Washington,7599556,323748,4527,1.4,5.96,867773,1208600,684484,2.25,11.4,170990,8.99,15.87,39829,31975,4199,0.718,,
2/6/2021,West Virginia,1791753,124190,2119,1.71,11.83,314870,357000,214301,5.59,17.57,100159,11.96,19.92,23051,8353,4661,0.882,,
2/6/2021,Wisconsin,5836296,600016,6615,1.1,11.33,638241,926300,521331,1.89,10.96,110306,8.95,15.91,43089,26856,4613,0.689,,
2/6/2021,Wyoming,579492,52618,624,1.19,10.77,71858,101650,56076,2.56,12.42,14835,9.69,17.56,4441,3242,5602,0.707,,
2/7/2021,Alabama,4894375,472423,8515,1.8,17.4,462332,804100,375567,1.76,9.43,86141,7.66,16.4,7159,15480,3157,0.575,,
2/7/2021,Alaska,730887,54880,269,0.49,3.68,146082,248500,106311,5.41,19.97,39541,14.53,33.97,6935,3785,5174,0.588,,
2/7/2021,Arizona,7278462,780872,14051,1.8,19.3,809230,1186000,656909,2.08,11.12,151392,9.03,16.29,42442,30732,4222,0.682,,
2/7/2021,Arkansas,3020334,306736,5076,1.65,16.81,393445,540050,300139,2.99,13.04,90308,9.95,17.9,18771,12807,4244,0.729,,
2/7/2021,California,39455220,3417563,44152,1.29,11.19,4485166,6963500,3653538,2.05,11.35,808832,9.25,17.62,347566,171402,4338,0.644,,
2/7/2021,Colorado,5758688,407701,5828,1.43,10.12,729895,991075,528379,3.43,12.67,197523,9.18,17.21,35035,22952,3986,0.736,,
2/7/2021,Connecticut,3560636,259372,7214,2.78,20.26,533941,740300,402227,3.46,14.98,123198,11.28,20.76,14541,13871,3891,0.721,,
2/7/2021,Delaware,973695,80594,1208,1.5,12.41,123428,161525,98450,2.49,12.68,24245,10.11,16.59,4953,3353,3443,0.764,,
2/7/2021,District of Columbia,,38035,952,2.5,,,,,,,,,,,3718,5268,,,
2/7/2021,Florida,21486553,1777975,27695,1.56,12.89,2607527,3791925,1965590,2.93,12.14,629556,9.15,17.66,221688,92557,4309,0.688,,
2/7/2021,Georgia,10618030,917063,14642,1.6,13.79,1146024,1688075,912189,1.98,10.79,210237,8.59,15.9,47161,34263,3227,0.679,,
2/7/2021,Guam,165812,8618,130,1.51,7.84,29572,51300,23564,3.51,17.84,5820,14.22,30.95,613,1017,6135,0.576,,
2/7/2021,Hawaii,1416573,26398,415,1.57,2.93,187048,263000,137230,2.86,13.21,40514,9.69,18.58,7989,8254,5830,0.711,,
2/7/2021,Idaho,1787604,165259,1769,1.07,9.9,185681,266475,140916,1.92,10.39,34322,7.89,14.91,9461,9257,5180,0.697,,
2/7/2021,Illinois,12651667,1148947,21738,1.89,17.18,1401585,2089050,1086599,2.28,11.06,288458,8.57,16.49,71622,55733,4398,0.671,,
2/7/2021,Indiana,6727716,642865,11817,1.84,17.56,749771,1118350,593266,2.32,11.14,156083,8.81,16.61,0,20369,3026,0.67,,
2/7/2021,Iowa,3154260,324590,5108,1.57,16.19,328412,510550,237554,2.77,10.41,87373,7.53,16.18,19885,10887,3451,0.643,,
2/7/2021,Kansas,2913733,284560,4101,1.44,14.07,296284,492250,228774,2.25,10.17,65559,7.85,16.9,16032,10688,3669,0.602,,
2/7/2021,Kentucky,4464909,381271,4224,1.11,9.46,548342,747000,422976,2.75,12.27,122785,9.47,16.72,31174,20520,4593,0.734,,
2/7/2021,Louisiana,4654889,411812,9119,2.21,19.59,599941,769750,431119,3.6,12.91,167576,9.27,16.56,29210,22318,4801,0.779,,
2/7/2021,Maine,1342810,41218,635,1.54,4.73,178449,254550,132273,3.31,13.28,44447,9.84,18.94,9823,5442,4048,0.701,,
2/7/2021,Maryland,6046901,363829,7349,2.02,12.15,665025,1029725,518048,2.42,11,146335,8.57,17.03,38187,22796,3771,0.646,,
2/7/2021,Massachusetts,6904000,543934,14999,2.76,21.73,780268,1247600,609483,2.45,11.32,169148,8.84,18.1,53148,28727,4168,0.625,,
2/7/2021,Michigan,9975719,619515,15843,2.56,15.88,1251940,1639575,924494,3.13,12.54,312240,9.26,16.42,58759,39273,3932,0.764,,
2/7/2021,Minnesota,5637168,468186,6367,1.36,11.29,729088,950250,528537,2.79,12.93,157277,9.37,16.85,25722,30049,5328,0.767,,
2/7/2021,Mississippi,2970370,281678,6269,2.23,21.11,321032,515450,264586,1.89,10.79,56140,8.89,17.32,20568,12090,4062,0.623,,
2/7/2021,Missouri,6136261,508990,7562,1.49,12.32,625152,961525,477412,2.3,10.19,141134,7.78,15.67,41203,25824,4208,0.65,,
2/7/2021,Montana,1067699,95813,1315,1.37,12.32,137765,163675,101262,3.39,12.89,36195,9.47,15.31,6882,4749,4443,0.842,,
2/7/2021,Nebraska,1936012,194707,2081,1.07,10.75,230874,346375,163479,3.41,11.94,66018,8.45,17.91,12469,7595,3926,0.667,,
2/7/2021,Nevada,3086404,284137,4521,1.59,14.65,334073,427800,269657,2.03,10.85,62654,8.75,13.89,11821,13285,4313,0.781,,
2/7/2021,New Hampshire,1360209,68379,1104,1.61,8.12,165887,257700,119552,3.35,12.2,45567,8.79,18.95,4709,5368,3948,0.644,,
2/7/2021,New Jersey,8886118,722166,21989,3.04,24.75,1074805,1480825,812914,2.37,12.1,210601,9.15,16.67,33516,39909,4493,0.726,,
2/7/2021,New Mexico,2098485,177556,3401,1.92,16.21,331793,364875,245330,3.96,15.82,83100,11.7,17.4,9182,9664,4609,0.909,,
2/7/2021,New York,19441985,1480481,44387,3,22.83,2336867,3378300,1722302,2.67,12.01,519101,8.85,17.37,111551,65915,3388,0.692,,
2/7/2021,North Carolina,10481240,796986,10017,1.26,9.56,1242541,1718275,979112,2.5,11.85,262031,9.34,16.38,71301,41555,3962,0.723,,
2/7/2021,North Dakota,762166,98180,1453,1.48,19.06,126822,131625,85482,4.94,16.64,37651,11.22,17.27,6080,4130,5420,0.964,,
2/7/2021,Northern Mariana Islands,56911,133,2,1.5,0.35,11889,29650,7847,7.09,20.9,4035,13.8,52.13,192,263,4624,0.401,,
2/7/2021,Ohio,11708770,920217,11659,1.27,9.96,1293965,1901750,1006750,2.44,11.07,285694,8.61,16.27,51478,48565,4155,0.68,,
2/7/2021,Oklahoma,3956793,403954,3813,0.94,9.64,573746,734625,424612,3.68,14.5,145610,10.73,18.57,32494,19394,4901,0.781,,
2/7/2021,Oregon,4215710,147122,2034,1.38,4.82,532746,734950,400019,3.1,12.63,130687,9.48,17.43,22871,17837,4229,0.725,,
2/7/2021,Pennsylvania,12802231,875557,22493,2.57,17.57,1407839,2292500,1082700,2.51,11,321336,8.46,17.91,69348,45667,3567,0.614,,
2/7/2021,Puerto Rico,3190046,129454,1883,1.45,5.9,299694,624025,229133,2.17,9.38,69224,7.17,19.54,0,7186,2250,0.48,,
2/7/2021,Rhode Island,1059717,117891,2212,1.88,20.87,117067,192300,83326,3.18,11.05,33699,7.87,18.15,5237,3699,3492,0.609,,
2/7/2021,South Carolina,5144045,466373,7651,1.64,14.87,568917,684700,450531,2.2,11.05,113169,8.75,13.3,26038,18482,3590,0.831,,
2/7/2021,South Dakota,885434,109229,1809,1.66,20.43,131439,161150,91598,4.49,14.86,39756,10.35,18.22,3847,3640,4115,0.816,,
2/7/2021,Tennessee,6830698,729389,10370,1.42,15.18,791023,1156975,543793,3.58,11.58,244539,7.96,16.94,38725,25973,3803,0.684,,
2/7/2021,Texas,28990967,2492317,39490,1.58,13.62,3246638,4402275,2464468,2.69,11.2,779857,8.5,15.18,138702,119680,4127,0.737,,
2/7/2021,Utah,3206909,354608,1736,0.49,5.41,400285,493525,284458,2.75,12.49,88190,8.87,15.39,0,16255,5070,0.811,,
2/7/2021,Vermont,624391,12900,183,1.42,2.93,87180,116075,60863,4.19,13.97,26162,9.75,18.6,4188,2857,4579,0.751,,
2/7/2021,Virgin Islands,104812,2466,24,0.97,2.29,9477,20625,6972,2.39,9.05,2505,6.66,19.7,11,496,4738,0.459,,
2/7/2021,Virginia,8539440,529125,6778,1.28,7.94,1103370,1387775,875842,2.32,12.93,198115,10.26,16.26,50793,38593,4521,0.795,,
2/7/2021,Washington,7620622,323947,4531,1.4,5.95,905118,1208600,709023,2.41,11.89,183657,9.31,15.87,37345,31539,4142,0.749,,
2/7/2021,West Virginia,1793500,124708,2129,1.71,11.87,322046,357000,217613,5.8,17.97,104023,12.14,19.92,7176,8896,4964,0.902,,
2/7/2021,Wisconsin,5826122,600782,6617,1.1,11.36,742527,926300,581413,2.63,12.75,153227,9.99,15.91,104286,35924,6170,0.802,,
2/7/2021,Wyoming,579492,52627,624,1.19,10.77,71858,101650,56076,2.56,12.42,14835,9.69,17.56,0,2119,3661,0.707,,
2/8/2021,Alabama,4914056,473348,8523,1.8,17.34,467636,804100,378514,1.8,9.54,88453,7.72,16.4,5304,15622,3186,0.582,,
2/8/2021,Alaska,731398,55374,269,0.49,3.68,150934,248500,109890,5.58,20.63,40812,15.02,33.97,4852,4131,5647,0.607,,
2/8/2021,Arizona,7266847,783229,14055,1.79,19.34,841018,1186000,678697,2.22,11.55,161324,9.32,16.29,31788,31487,4326,0.709,,
2/8/2021,Arkansas,3014679,307373,5106,1.66,16.94,401664,540050,304604,3.12,13.31,94058,10.09,17.9,8219,12919,4281,0.744,,
2/8/2021,California,39441535,3431179,44440,1.3,11.27,4682862,6963500,3811715,2.15,11.85,847993,9.65,17.62,197696,175654,4446,0.672,,
2/8/2021,Colorado,5760416,408793,5832,1.43,10.12,751960,991075,539961,3.61,13.06,207951,9.38,17.21,22065,23168,4023,0.759,,
2/8/2021,Connecticut,3562857,263739,7282,2.76,20.44,542414,740300,406697,3.57,15.21,127194,11.41,20.76,8473,13309,3733,0.733,,
2/8/2021,Delaware,972162,80931,1208,1.49,12.43,126650,161525,100736,2.59,13.01,25179,10.35,16.59,3222,3422,3514,0.784,,
2/8/2021,District of Columbia,,38136,956,2.51,,,,,,,,,,,3982,5642,,,
2/8/2021,Florida,21486553,1783712,27814,1.56,12.94,2607527,3791925,1965590,2.93,12.14,629556,9.15,17.66,0,86021,4005,0.688,,
2/8/2021,Georgia,10620290,919778,14679,1.6,13.82,1167738,1688075,923282,2.07,11,219840,8.7,15.9,21714,33889,3192,0.692,,
2/8/2021,Guam,165852,8633,131,1.52,7.9,29719,51300,23693,3.52,17.93,5838,14.29,30.95,147,896,5405,0.579,,
2/8/2021,Hawaii,1415733,26428,415,1.57,2.93,194035,263000,142259,3,13.7,42472,10.05,18.58,6987,8314,5872,0.738,,
2/8/2021,Idaho,1786567,165826,1778,1.07,9.95,195591,266475,149231,2.01,10.94,35910,8.35,14.91,9910,10173,5693,0.734,,
2/8/2021,Illinois,12678008,1150869,21779,1.89,17.18,1457693,2089050,1131846,2.36,11.5,299201,8.93,16.49,56108,57554,4542,0.698,,
2/8/2021,Indiana,6727716,643898,11875,1.84,17.65,749771,1118350,593266,2.32,11.14,156083,8.81,16.61,0,20369,3026,0.67,,
2/8/2021,Iowa,3151620,325219,5110,1.57,16.21,345350,510550,252349,2.84,10.95,89506,8,16.18,16938,12555,3979,0.676,,
2/8/2021,Kansas,2917660,286026,4197,1.47,14.38,303094,492250,232575,2.35,10.4,68565,7.98,16.9,6810,10886,3737,0.616,,
2/8/2021,Kentucky,4468287,382743,4276,1.12,9.57,564682,747000,434294,2.86,12.64,127793,9.72,16.72,16340,21305,4769,0.756,,
2/8/2021,Louisiana,4646842,412989,9142,2.21,19.67,614041,769750,436190,3.8,13.21,176580,9.38,16.56,14100,21552,4636,0.798,,
2/8/2021,Maine,1342810,41419,636,1.54,4.74,178449,254550,132273,3.31,13.28,44447,9.84,18.94,0,4666,3471,0.701,,
2/8/2021,Maryland,6033760,364732,7372,2.02,12.22,683305,1029725,531771,2.5,11.3,150844,8.8,17.03,18280,22143,3663,0.664,,
2/8/2021,Massachusetts,6894743,545303,15054,2.76,21.83,806376,1247600,630154,2.53,11.7,174437,9.14,18.1,26108,28204,4092,0.646,,
2/8/2021,Michigan,9993951,621737,15854,2.55,15.86,1282375,1639575,938279,3.29,12.84,328801,9.4,16.42,30435,39547,3960,0.782,,
2/8/2021,Minnesota,5641895,468750,6370,1.36,11.29,745290,950250,541133,2.85,13.22,160794,9.6,16.85,16202,28423,5040,0.784,,
2/8/2021,Mississippi,2981156,282313,6270,2.22,21.03,327429,515450,267797,1.99,11,59325,9,17.32,6397,12653,4251,0.635,,
2/8/2021,Missouri,6140210,510376,7578,1.48,12.34,643439,961525,490686,2.38,10.48,146137,7.99,15.67,18287,25891,4219,0.669,,
2/8/2021,Montana,1070058,95993,1315,1.37,12.29,139273,163675,102365,3.42,13.03,36596,9.58,15.31,1508,4733,4428,0.851,,
2/8/2021,Nebraska,1932457,194957,2092,1.07,10.83,234061,346375,165037,3.5,12.1,67636,8.53,17.91,3187,7592,3925,0.676,,
2/8/2021,Nevada,3076267,284679,4524,1.59,14.71,346685,427800,278091,2.17,11.26,66755,9.03,13.89,12612,13990,4542,0.81,,
2/8/2021,New Hampshire,1359027,68499,1106,1.61,8.14,166603,257700,119763,3.39,12.25,46071,8.81,18.95,716,5155,3791,0.646,,
2/8/2021,New Jersey,8894177,724727,22011,3.04,24.75,1094886,1480825,822080,2.49,12.33,221465,9.26,16.67,20081,40656,4577,0.739,,
2/8/2021,New Mexico,2098234,177867,3414,1.92,16.27,342786,364875,251082,4.19,16.35,87916,11.97,17.4,10993,9652,4603,0.939,,
2/8/2021,New York,19447789,1489453,44512,2.99,22.89,2418074,3378300,1767666,2.85,12.43,554262,9.09,17.37,81207,70058,3601,0.716,,
2/8/2021,North Carolina,10489004,799879,10030,1.25,9.56,1274361,1718275,999151,2.61,12.15,273763,9.53,16.38,31820,42660,4067,0.742,,
2/8/2021,North Dakota,762242,98210,1454,1.48,19.08,129780,131625,87633,5.04,17.03,38417,11.5,17.27,2958,4328,5679,0.986,,
2/8/2021,Northern Mariana Islands,56854,133,2,1.5,0.35,11915,29650,7860,7.12,20.95,4048,13.82,52.13,26,252,4430,0.402,,
2/8/2021,Ohio,11682137,922143,11695,1.27,10.01,1346320,1901750,1038595,2.62,11.52,306072,8.89,16.27,52355,48814,4176,0.708,,
2/8/2021,Oklahoma,3953377,404994,3817,0.94,9.66,586054,734625,431499,3.82,14.81,151019,10.9,18.57,12308,20353,5144,0.798,,
2/8/2021,Oregon,4220544,147419,2043,1.39,4.84,554440,734950,412660,3.31,13.15,139700,9.78,17.43,21694,18688,4431,0.754,,
2/8/2021,Pennsylvania,12797938,878679,22497,2.56,17.58,1441358,2292500,1108626,2.57,11.26,328907,8.66,17.91,33519,43882,3428,0.629,,
2/8/2021,Puerto Rico,3190046,129776,1888,1.45,5.92,299694,624025,229133,2.17,9.38,69224,7.17,19.54,0,6608,2069,0.48,,
2/8/2021,Rhode Island,1059940,119104,2236,1.88,21.1,120484,192300,85037,3.34,11.37,35402,8.03,18.15,3417,3749,3539,0.627,,
2/8/2021,South Carolina,5138190,468403,7690,1.64,14.97,585692,684700,460511,2.32,11.38,119206,8.94,13.3,16775,17563,3411,0.855,,
2/8/2021,South Dakota,885263,109283,1809,1.66,20.43,133068,161150,92615,4.56,15.04,40368,10.47,18.22,1629,3626,4099,0.826,,
2/8/2021,Tennessee,6838214,731454,10465,1.43,15.3,805720,1156975,554016,3.64,11.8,248911,8.11,16.94,14697,25401,3719,0.696,,
2/8/2021,Texas,29024640,2503200,39655,1.58,13.66,3322062,4402275,2512804,2.78,11.46,806885,8.67,15.18,75424,117976,4069,0.755,,
2/8/2021,Utah,3208431,355122,1739,0.49,5.42,506629,493525,304991,3.25,15.8,104274,9.51,15.39,106344,26228,8181,1.027,,
2/8/2021,Vermont,624000,13046,183,1.4,2.93,90328,116075,63024,4.35,14.48,27144,10.1,18.6,3148,2557,4098,0.778,,
2/8/2021,Virgin Islands,104792,2466,24,0.97,2.29,9529,20625,7014,2.4,9.1,2515,6.7,19.7,52,488,4662,0.462,,
2/8/2021,Virginia,8534857,530825,6820,1.28,7.99,1135639,1387775,897049,2.45,13.3,209104,10.51,16.26,32269,37831,4432,0.818,,
2/8/2021,Washington,7625118,326625,4540,1.39,5.95,937926,1208600,731739,2.54,12.32,193678,9.61,15.87,32808,31046,4077,0.776,,
2/8/2021,West Virginia,1792997,125106,2131,1.7,11.89,323387,357000,218266,5.84,18.04,104711,12.18,19.92,1341,9009,5027,0.906,,
2/8/2021,Wisconsin,5830037,601391,6619,1.1,11.35,763252,926300,595912,2.73,13.11,159160,10.23,15.91,20725,35695,6131,0.824,,
2/8/2021,Wyoming,578858,52784,624,1.18,10.78,76457,101650,58775,2.89,13.21,16729,10.16,17.56,4599,2534,4378,0.752,,
2/9/2021,Alabama,4898608,474666,8579,1.81,17.51,490969,823600,395196,1.94,10.01,95033,8.06,16.8,23333,17012,3470,0.596,,
2/9/2021,Alaska,731544,55500,269,0.48,3.68,152874,256900,110936,5.7,20.9,41698,15.16,35.12,1940,4204,5747,0.595,,
2/9/2021,Arizona,7283755,788540,14317,1.82,19.66,863807,1265950,695970,2.29,11.87,166798,9.56,17.39,22789,33164,4556,0.682,,
2/9/2021,Arkansas,3022286,308848,5148,1.67,17.03,404127,580775,305917,3.15,13.39,95202,10.14,19.24,2463,12808,4244,0.696,,
2/9/2021,California,39429730,3441692,44973,1.31,11.41,4784478,7385225,3880253,2.22,12.11,875340,9.82,18.69,101616,177237,4486,0.648,,
2/9/2021,Colorado,5758256,409652,5842,1.43,10.15,757560,1045000,542165,3.67,13.15,211328,9.41,18.15,5600,22316,3875,0.725,,
2/9/2021,Connecticut,3561390,264608,7298,2.76,20.49,554322,800225,412601,3.74,15.55,133196,11.57,22.44,11908,14033,3936,0.693,,
2/9/2021,Delaware,973372,81210,1221,1.5,12.54,127523,162525,101383,2.61,13.1,25405,10.41,16.69,873,3393,3484,0.785,,
2/9/2021,District of Columbia,,38281,961,2.51,,,,,,,,,,,4383,6210,,,
2/9/2021,Florida,21505789,1790735,28047,1.57,13.04,2731300,4217275,2023419,3.23,12.72,694637,9.42,19.64,123773,97594,4544,0.648,,
2/9/2021,Georgia,10604512,923544,14849,1.61,14,1179950,1840775,927176,2.15,11.11,227997,8.73,17.34,12212,34269,3228,0.641,,
2/9/2021,Guam,165608,8642,131,1.52,7.91,30923,51300,24420,3.78,18.65,6260,14.73,30.95,1204,873,5266,0.603,,
2/9/2021,Hawaii,1415733,26456,415,1.57,2.93,194035,285950,142259,3,13.7,42472,10.05,20.2,0,8017,5662,0.679,,
2/9/2021,Idaho,1787536,166241,1782,1.07,9.97,198826,282075,151372,2.07,11.13,37002,8.47,15.78,3235,10311,5770,0.705,,
2/9/2021,Illinois,12674603,1152942,21802,1.89,17.2,1477780,2207200,1148175,2.39,11.66,302923,9.06,17.42,20087,57815,4562,0.67,,
2/9/2021,Indiana,6744958,645034,11942,1.85,17.71,761070,1206125,598731,2.4,11.3,161879,8.89,17.92,11299,21254,3157,0.631,,
2/9/2021,Iowa,3154181,326150,5145,1.58,16.31,351803,510550,257459,2.87,11.15,90525,8.16,16.18,6453,13183,4178,0.689,,
2/9/2021,Kansas,2909336,286066,4197,1.47,14.43,305574,492250,233494,2.41,10.49,70115,8.01,16.9,2480,10625,3647,0.621,,
2/9/2021,Kentucky,4462612,384958,4304,1.12,9.64,568658,828800,436193,2.91,12.73,129862,9.76,18.55,3976,21299,4767,0.686,,
2/9/2021,Louisiana,4654057,414354,9162,2.21,19.69,619729,880150,438336,3.87,13.33,180112,9.43,18.93,5688,20531,4416,0.704,,
2/9/2021,Maine,1345634,41630,639,1.53,4.75,187512,276600,138005,3.55,13.95,47770,10.27,20.58,9063,5961,4435,0.678,,
2/9/2021,Maryland,6033906,365708,7413,2.03,12.29,692965,1098275,537805,2.56,11.46,154468,8.9,18.17,9660,22275,3684,0.631,,
2/9/2021,Massachusetts,6892776,546896,15124,2.77,21.94,832242,1273975,649131,2.63,12.07,181280,9.42,18.48,25866,29538,4286,0.653,,
2/9/2021,Michigan,9987791,622586,15914,2.56,15.93,1309883,1846625,950705,3.44,13.12,343580,9.52,18.49,27508,42057,4211,0.709,,
2/9/2021,Minnesota,5641895,469322,6376,1.36,11.3,745290,975850,541133,2.85,13.22,160794,9.6,17.3,0,27513,4879,0.764,,
2/9/2021,Mississippi,2982030,282969,6342,2.24,21.27,329079,536625,268534,2.02,11.06,60237,9.02,18.03,1650,12708,4270,0.613,,
2/9/2021,Missouri,6144417,511167,7589,1.48,12.35,646863,962500,492766,2.4,10.54,147466,8.03,15.68,3424,25780,4200,0.672,,
2/9/2021,Montana,1069768,96371,1316,1.37,12.3,140124,164650,102903,3.45,13.11,36907,9.63,15.41,851,4686,4384,0.851,,
2/9/2021,Nebraska,1933409,195327,2100,1.08,10.86,235298,386775,165853,3.52,12.16,68056,8.57,19.99,1237,7555,3906,0.608,,
2/9/2021,Nevada,3075045,285178,4565,1.6,14.85,351531,510200,282040,2.2,11.41,67651,9.16,16.56,4846,14051,4562,0.689,,
2/9/2021,New Hampshire,1358424,68918,1109,1.61,8.16,168727,267450,121201,3.49,12.41,47409,8.91,19.67,2124,4704,3460,0.631,,
2/9/2021,New Jersey,8873432,728304,22103,3.03,24.91,1096789,1480825,851190,2.71,12.35,240470,9.58,16.67,1903,37172,4185,0.741,,
2/9/2021,New Mexico,2097825,178280,3432,1.93,16.36,346064,405500,253534,4.23,16.5,88738,12.09,19.34,3278,9778,4663,0.853,,
2/9/2021,New York,19470272,1497732,44683,2.98,22.95,2441693,3428000,1795592,2.94,12.55,572426,9.23,17.62,23619,67892,3490,0.712,,
2/9/2021,North Carolina,10498240,803935,10088,1.25,9.61,1287493,1722275,1005714,2.67,12.28,280303,9.59,16.42,13132,44477,4241,0.748,,
2/9/2021,North Dakota,762242,98205,1457,1.48,19.11,129780,143400,87633,5.04,17.03,38417,11.5,18.82,0,4256,5585,0.905,,
2/9/2021,Northern Mariana Islands,56895,133,2,1.5,0.35,12264,29650,8023,7.44,21.56,4233,14.1,52.13,349,265,4659,0.414,,
2/9/2021,Ohio,11668843,925350,11793,1.27,10.11,1373728,2070625,1059251,2.68,11.75,312725,9.06,17.71,27408,46941,4016,0.663,,
2/9/2021,Oklahoma,3954364,406064,3870,0.95,9.79,588207,750525,432422,3.85,14.87,152243,10.93,18.97,2153,20362,5146,0.784,,
